Dataset: ;Last updated: ;Time frequency;Tenure status;Unit of measure;Time;HHCOMP (Labels);Region;Year;Value
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Detmold;Household composed of couple in registered partnership with at least one resident child under 25 years;40
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Detmold;Household composed of couple in consensual union;55371
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Detmold;Household composed of couple in consensual union with at least one resident child under 25 years;15926
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Detmold;Household composed of lone father living with at least one child;10647
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Detmold;Household composed of lone father with at least one resident child 25 years or older;3312
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Detmold;Household composed of lone mother with at least one resident child under 25 years;40649
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Detmold;Household composed of two-or-more-family nucleus;13357
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Detmold;One-person household;299146
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Arnsberg;Total;1662418
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Arnsberg;Household composed of married couple;759351
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Arnsberg;Household composed of married couple with at least one resident child under 25 years;320642
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Arnsberg;Household composed of couple in registered partnership;1107
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Arnsberg;Household composed of couple in registered partnership with at least one resident child under 25 years;112
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Arnsberg;Household composed of couple in consensual union;97831
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Arnsberg;Household composed of couple in consensual union with at least one resident child under 25 years;25723
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Arnsberg;Household composed of lone father living with at least one child;19271
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Arnsberg;Household composed of lone father with at least one resident child 25 years or older;5314
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Arnsberg;Household composed of lone mother with at least one resident child under 25 years;76612
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Arnsberg;Household composed of two-or-more-family nucleus;18502
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Arnsberg;One-person household;632882
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Rheinland-Pfalz;Total;1756125
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Rheinland-Pfalz;Household composed of married couple;850872
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Rheinland-Pfalz;Household composed of married couple with at least one resident child under 25 years;362572
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Rheinland-Pfalz;Household composed of couple in registered partnership;1188
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Rheinland-Pfalz;Household composed of couple in registered partnership with at least one resident child under 25 years;118
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Rheinland-Pfalz;Household composed of couple in consensual union;121288
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Rheinland-Pfalz;Household composed of couple in consensual union with at least one resident child under 25 years;34209
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Rheinland-Pfalz;Household composed of lone father living with at least one child;21112
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Rheinland-Pfalz;Household composed of lone father with at least one resident child 25 years or older;7233
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Rheinland-Pfalz;Household composed of lone mother with at least one resident child under 25 years;76978
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Rheinland-Pfalz;Household composed of two-or-more-family nucleus;28009
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Rheinland-Pfalz;One-person household;587211
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Koblenz;Total;642135
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Koblenz;Household composed of married couple;323746
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Koblenz;Household composed of married couple with at least one resident child under 25 years;137826
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Koblenz;Household composed of couple in registered partnership;397
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Koblenz;Household composed of couple in registered partnership with at least one resident child under 25 years;45
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Koblenz;Household composed of couple in consensual union;43980
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Koblenz;Household composed of couple in consensual union with at least one resident child under 25 years;12400
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Koblenz;Household composed of lone father living with at least one child;8089
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Koblenz;Household composed of lone father with at least one resident child 25 years or older;2785
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Koblenz;Household composed of lone mother with at least one resident child under 25 years;27957
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Koblenz;Household composed of two-or-more-family nucleus;10121
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Koblenz;One-person household;205079
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Trier;Total;227261
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Trier;Household composed of married couple;106802
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Trier;Household composed of married couple with at least one resident child under 25 years;46999
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Trier;Household composed of couple in registered partnership;136
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Trier;Household composed of couple in registered partnership with at least one resident child under 25 years;12
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Trier;Household composed of couple in consensual union;17207
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Trier;Household composed of couple in consensual union with at least one resident child under 25 years;4819
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Trier;Household composed of lone father living with at least one child;2717
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Trier;Household composed of lone father with at least one resident child 25 years or older;988
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Trier;Household composed of lone mother with at least one resident child under 25 years;9007
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Trier;Household composed of two-or-more-family nucleus;3530
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Trier;One-person household;77681
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Total;Number;2011;Total;Rheinhessen-Pfalz;Total;886729
