WHO Region,ISO3,WHO Country Name,City or Locality,Measurement Year,PM2.5 (μg/m3),PM10 (μg/m3),NO2 (μg/m3),PM25 temporal coverage (%),PM10 temporal coverage (%),NO2 temporal coverage (%),Reference,Number and type of monitoring stations,Version of the database,Status
European Region,DEU,Germany,Giessen,2019,10.91,17.0,40.15,,,99.82876712,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gießen,2018,,,24.52,,,100.0,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gießen,2019,,,24.13,,,100.0,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gladbeck,2013,,,43.26,,,100.0,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gladbeck,2014,,,43.86,,,100.0,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gladbeck,2015,,,40.81,,,81.91780822,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gladbeck,2016,,23.02,39.85,,,97.2791439,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gladbeck,2017,,22.95,39.09,,,93.77283105,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gladbeck,2018,,22.71,37.37,,,93.95547945,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gladbeck,2019,,20.02,33.7,,,98.247716895,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Glashutten,2010,,10.62,8.9,,95.148,99.304,European Environment Agency (downloaded in 2021),2 rural,2022,
European Region,DEU,Germany,Glashutten,2013,,9.86,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Glashutten,2014,,10.36,7.44,,,99.61187215,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Glashutten,2015,,10.12,7.71,,,99.9086758,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Glashutten,2016,,8.68,7.13,,,99.59016393,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Glashutten,2017,,8.81,6.91,,,99.89726027,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Glashutten,2018,,9.19,6.59,,,99.14383562,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Glashutten,2019,,8.37,6.08,,,99.38356164,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Glauchau,2010,,24.84,26.04,,96.221,98.048,European Environment Agency (downloaded in 2021),2 urban,2022,
European Region,DEU,Germany,Glauchau,2013,,20.97,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Glauchau,2014,,20.83,20.84,,,98.39041096,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Glauchau,2015,,19.35,19.76,,,98.90410959,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Glauchau,2016,,20.81,20.35,,,99.7723133,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Glauchau,2017,,17.04,20.18,,,99.52054795,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Glauchau,2018,,19.08,20.8,,,99.33789954,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Glauchau,2019,,18.39,17.7,,,99.50913242,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Goettingen,2010,13.24,16.59,15.81,98.505,99.304,95.628,European Environment Agency (downloaded in 2021),3 suburban,2022,
European Region,DEU,Germany,Gohlen,2013,,15.32,8.12,,,98.81278539,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gohlen,2014,,19.84,7.38,,,99.10958904,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gohlen,2015,,18.56,7.0,,,99.18949772,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gohlen,2016,,17.25,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gohlen,2017,,17.72,6.0,,,99.06392694,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gohlen,2018,,21.18,7.96,,,99.10958904,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gohlen,2019,10.82,15.12,8.18,,,98.85844749,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Göhlen,2010,,18.8,8.28,,98.95,99.144,European Environment Agency (downloaded in 2021),2 rural,2022,
European Region,DEU,Germany,Gorlitz,2013,,25.02,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gorlitz,2014,,24.87,22.48,,,99.61187215,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gorlitz,2015,,23.59,22.65,,,98.77853881,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gorlitz,2016,,23.05,23.64,,,99.14617486,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gorlitz,2017,,20.0,22.43,,,99.07534247,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gorlitz,2018,,22.53,21.74,,,99.62328767,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gorlitz,2019,,18.5,21.18,,,99.12100457,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Görlitz,2010,,31.04,29.32,,97.8255,98.162,European Environment Agency (downloaded in 2021),3 urban,2022,
European Region,DEU,Germany,Goslar,2010,,16.4,13.0,,98.231,94.932,European Environment Agency (downloaded in 2021),2 suburban,2022,
European Region,DEU,Germany,Goslar,2013,,14.37,11.52,,,95.38812785,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Goslar,2014,,16.05,10.82,,,95.70776256,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Goslar,2015,,12.68,10.32,,,94.33789954,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Goslar,2016,,12.18,11.0,,,94.19398907,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Goslar,2017,,11.41,9.79,,,95.50228311,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Goslar,2018,10.84,14.07,10.76,,,96.01598174,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Goslar,2019,7.72,10.62,8.57,,,95.99315068,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gottingen,2010,17.9,26.93,40.59,98.105,98.2535,95.868,European Environment Agency (downloaded in 2021),4 urban,2022,
European Region,DEU,Germany,Gottingen,2013,12.9,20.57,29.05,,,95.40525114,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gottingen,2014,13.34,21.74,28.27,,,95.890410955,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gottingen,2015,11.32,19.19,29.06,,,95.930365295,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gottingen,2016,11.44,17.76,27.86,,,95.91302368,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gottingen,2017,11.09,18.09,27.2,,,95.593607305,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gottingen,2018,12.08,19.51,25.83,,,93.88127854,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gottingen,2019,9.54,16.9,22.86,,,95.530821915,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Grebenau,2010,,,10.53,,,99.623,European Environment Agency (downloaded in 2021),1 rural,2022,
European Region,DEU,Germany,Greiz,2010,18.51,24.29,20.19,98.642,98.482,96.872,European Environment Agency (downloaded in 2021),3 urban,2022,
European Region,DEU,Germany,Greiz,2013,15.6,18.7,17.57,,,99.13242009,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Greiz,2014,15.31,18.74,15.94,,,99.82876712,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Greiz,2015,11.98,17.22,16.84,,,97.70547945,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Greiz,2016,11.76,14.98,16.13,,,99.22586521,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Greiz,2017,11.92,14.79,14.88,,,99.52054795,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Greiz,2018,13.06,17.77,16.62,,,99.33789954,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Greiz,2019,10.11,14.16,13.9,,,98.71004566,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Grevenbroich,2010,,28.71,23.84,,93.128,95.308,European Environment Agency (downloaded in 2021),2 suburban,2022,
European Region,DEU,Germany,Grevenbroich,2014,,21.67,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Grevenbroich,2015,,23.46,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Grevenbroich,2016,,21.3,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Grevenbroich,2017,,22.66,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Grevenbroich,2018,,23.64,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Grevenbroich,2019,,20.85,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gulzow-Pruzen,2010,,20.36,8.54,,98.231,97.877,European Environment Agency (downloaded in 2021),2 rural,2022,
European Region,DEU,Germany,Gulzow-Pruzen,2013,12.83,17.64,8.16,,,99.08675799,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gulzow-Pruzen,2014,15.59,19.68,8.49,,,99.17808219,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gulzow-Pruzen,2015,12.24,17.67,5.47,,,98.85844749,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gulzow-Pruzen,2016,11.78,15.16,7.71,,,99.1575592,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gulzow-Pruzen,2017,11.53,15.16,6.84,,,97.96803653,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gulzow-Pruzen,2018,11.89,16.93,6.36,,,99.29223744,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gulzow-Pruzen,2019,10.29,15.26,6.5,,,97.28310502,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gustrow,2010,14.62,19.79,11.2,97.1115,98.607,99.532,European Environment Agency (downloaded in 2021),4 urban,2022,
European Region,DEU,Germany,Gustrow,2013,12.38,17.98,9.73,,,99.9543379,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gustrow,2014,15.39,21.62,9.91,,,99.09817352,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gustrow,2015,11.57,18.7,9.43,,,99.25799087,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gustrow,2016,10.97,17.36,9.91,,,99.16894353,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gustrow,2017,11.82,16.54,7.92,,,99.07534247,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gustrow,2018,11.96,18.36,9.06,,,99.20091324,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gustrow,2019,10.33,16.25,6.81,,,99.20091324,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gutsbezirk Kaufunger Wald,2013,,11.73,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gutsbezirk Kaufunger Wald,2014,,12.97,6.39,,,99.73744292,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gutsbezirk Kaufunger Wald,2015,,12.08,6.78,,,97.69406393,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gutsbezirk Kaufunger Wald,2016,,14.45,7.12,,,99.39663024,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gutsbezirk Kaufunger Wald,2017,,11.88,6.35,,,98.40182648,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gutsbezirk Kaufunger Wald,2018,,12.4,6.18,,,99.38356164,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Gutsbezirk Kaufunger Wald,2019,,10.38,5.53,,,98.07077626,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Häfen,2010,,21.64,,,90.685,,European Environment Agency (downloaded in 2021),1 suburban,2022,
European Region,DEU,Germany,Hagen,2010,,31.4,63.31,,98.128,94.909,European Environment Agency (downloaded in 2021),2 urban,2022,
European Region,DEU,Germany,Hagen,2013,,,50.42,,,97.5057077625,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Hagen,2014,,29.49,43.82,,,98.918378995,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Hagen,2015,,27.03,39.99,,,85.8476027375,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Hagen,2016,,26.46,41.17,,,92.161885245,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Hagen,2017,,27.13,48.35,,,92.59703196,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Hagen,2018,,27.5,49.97,,,98.179223745,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Hagen,2019,,23.68,44.61,,,97.842465755,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Halberstadt,2010,,31.05,16.89,,92.603,99.692,European Environment Agency (downloaded in 2021),2 urban,2022,
European Region,DEU,Germany,Halberstadt,2013,,26.3,43.0,,100.0,100.0,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Halberstadt,2014,,22.54,27.06,,100.0,99.783105025,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Halberstadt,2015,,20.17,24.09,,100.0,99.69178082,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Halberstadt,2016,,20.33,24.12,,100.0,99.71539162,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Halberstadt,2017,11.12,18.34,21.77,,100.0,99.34931507,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Halberstadt,2018,12.81,20.9,22.95,,100.0,99.69178082,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Halberstadt,2019,9.61,17.35,20.47,,100.0,99.743150685,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Halle (Saale),2010,20.39,30.09,38.32,97.643,98.70425,99.547,European Environment Agency (downloaded in 2021),9 urban,2022,
European Region,DEU,Germany,Halle (Saale),2013,16.2,26.07,,,,,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Halle (Saale),2014,18.68,27.43,34.3,,,99.0905631666666,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Halle (Saale),2015,15.4,24.33,33.8,,,99.36453577,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Halle (Saale),2016,15.39,22.85,32.14,,,99.03233151,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Halle (Saale),2017,12.85,20.8,28.66,,,98.44368341,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Halle (Saale),2018,14.8,24.49,26.74,,,98.5844748866666,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Halle (Saale),2019,11.69,20.14,25.86,,,99.275114155,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Halle (Westfalen),2013,,,52.34,,,100.0,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Halle (Westfalen),2014,,,47.95,,,100.0,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Halle (Westfalen),2015,,,39.08,,,82.46575342,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Halle (Westfalen),2016,,,40.57,,,100.0,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Halle (Westfalen),2017,,,37.44,,,83.83561644,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Halle (Westfalen),2018,,,34.94,,,86.32420091,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Halle (Westfalen),2019,,,31.21,,,88.52739726,European Environment Agency (downloaded in 2021),,2022,
European Region,DEU,Germany,Hamburg,2010,17.4,23.03,34.43,95.3426,97.5445,90.7952666666666,European Environment Agency (downloaded in 2021),"4 suburban, 26 urban",2022,
